"PROJANO";"NUMSEN";"ORGAO";"ORIGEM";"TIPOLEI";"DATAORIG";"DATAULT";"ULTACAO";"TNJR";"VETO";"NUMLEI";"EMENTA"
"MPV0585/12";"MPV0585/12";"EF";2,00;1;24/10/2012 00:00:00;25/4/2013 00:00:00;"TNJR";"PRO";"NA";12789;"Dispõe sobre a prestação de auxílio financeiro pela União aos Estados, ao Distrito Federal e aos Municípios no exercício de 2012, com o objetivo de fomentar as exportações do País."
"MPV0586/12";"MPV0586/12";"EF";2,00;1;9/11/2012 00:00:00;31/5/2013 00:00:00;"TNJR";"PRE";"NA";12801;"Dispõe sobre o apoio técnico e financeiro da União aos entes federados no âmbito do Pacto Nacional pela Alfabetização na Idade Certa, e dá outras providências.
NOVA EMENTA: Dispõe sobre o apoio técnico e financeiro da União aos entes federados no âmbito do Pacto Nacional pela Alfabetização na Idade Certa e altera as Leis nºs 5.537, de 21 de novembro de 1968, 8.405, de 9 de janeiro de 1992, e 10.260, de 12 de julho de 2001.
Altera as Leis nº 5.537, de 1968 e nº 8.405, de 1992."
"MPV0587/12";"MPV0587/12";"EF";2,00;1;12/11/2012 00:00:00;5/6/2013 00:00:00;"TNJR";"PRE";"PM";12806;"Autoriza para a safra 2011/2012 o pagamento de valor adicional ao Benefício Garantia - Safra, de que trata a Lei nº 10.420, de 10 de abril de 2002, e amplia para o ano de 2012 o Auxílio Emergencial Financeiro, de que trata a Lei nº 10.954, de 29 de setembro de 2004.
NOVA EMENTA: Autoriza para a safra 2011/2012 o pagamento de valor adicional ao Benefício Garantia-Safra, de que trata a Lei nº 10.420, de 10 de abril de 2002; amplia para o ano de 2012 o Auxílio Emergencial Financeiro, de que trata a Lei nº 10.954, de 29 de setembro de 2004; e dá outras providências."
"MPV0588/12";"MPV0588/12";"EF";2,00;1;13/11/2012 00:00:00;16/5/2013 00:00:00;"TNJR";"PRO";"NA";12791;"Abre crédito extraordinário, em favor de Operações Oficiais de Crédito, no valor de R$ 1.683.716.400,00, para o fim que especifica."
"MPV0589/12";"MPV0589/12";"EF";2,00;1;14/11/2012 00:00:00;20/6/2013 00:00:00;"TNJR";"PRE";"PM";12810;"Dispõe sobre o parcelamento de débitos junto à Fazenda Nacional relativos às contribuições previdenciárias de responsabilidade dos Estados, do Distrito Federal e dos Municípios.
NOVA EMENTA: Dispõe sobre o parcelamento de débitos com a Fazenda Nacional relativos às contribuições previdenciárias de responsabilidade dos Estados, do Distrito Federal e dos Municípios; altera as Leis nºs 8.212, de 24 de julho de 1991, 9.715, de 25 de novembro de 1998, 11.828, de 20 de novembro de 2008, 10.522, de 19 de julho de 2002, 10.222, de 9 de maio de 2001, 12.249, de 11 de junho de 2010, 11.110, de 25 de abril de 2005, 5.869, de 11 de janeiro de 1973 - Código de Processo Civil, 6.404, de 15 de dezembro de 1976, 6.385, de 7 de dezembro de 1976, 6.015, de 31 de dezembro de 1973, e 9.514, de 20 de novembro de 1997; e revoga dispositivo da Lei nº 12.703, de 7 de agosto de 2012.
Aletra a Lei nº 8.212, de 1991."
"MPV0590/12";"MPV0590/12";"EF";2,00;1;30/11/2012 00:00:00;12/7/2013 00:00:00;"TNJR";"PRE";"NA";12817;"Altera a Lei nº 10.836, de 9 de janeiro de 2004, para ampliar a idade limite de crianças e adolescentes que compõem as unidades familiares beneficiárias do Programa Bolsa Família elegíveis ao recebimento do Benefício para Superação da Extrema Pobreza, e dá outras providências."
"MPV0591/12";"MPV0591/12";"EF";2,00;1;30/11/2012 00:00:00;12/7/2013 00:00:00;"SEFI";;"NA";-1;"Altera a Medida Provisória no 579, de 11 de setembro de 2012, que dispõe sobre as concessões de geração, transmissão e distribuição de energia elétrica, sobre a redução dos encargos setoriais, e sobre a modicidade tarifária."
"MPV0592/12";"MPV0592/12";"EF";2,00;1;3/12/2012 00:00:00;16/7/2013 00:00:00;"SEFI";;"NA";-1;"Modifica as Leis nºs 9.478, de 6 de agosto de 1997, e nº 12.351, de 22 de dezembro de 2010, para determinar novas regras de distribuição entre os entes da Federação dos royalties e da participação especial decorrentes da exploração de petróleo, gás natural e outros hidrocarbonetos fluidos sob o regime de concessão, e para disciplinar a destinação dos recursos do Fundo Social."
"MPV0593/12";"MPV0593/12";"EF";2,00;1;6/12/2012 00:00:00;17/7/2013 00:00:00;"TNJR";"PRE";"PM";12816;"Altera a Lei nº 12.513, de 26 de outubro de 2011, que institui o Programa Nacional de Acesso ao Ensino Técnico e Emprego - Pronatec, para ampliar o rol de beneficiários e ofertantes da Bolsa-Formação Estudante; e dá outras providências.
NOVA EMENTA: Altera as Leis nºs 12.513, de 26 de outubro de 2011, para ampliar o rol de beneficiários e ofertantes da Bolsa-Formação Estudante, no âmbito do Programa Nacional de Acesso ao Ensino Técnico e Emprego - PRONATEC; 9.250, de 26 de dezembro de 1995, para estabelecer que as bolsas recebidas pelos servidores das redes públicas de educação profissional, científica e tecnológica, no âmbito do Pronatec, não caracterizam contraprestação de serviços nem vantagem para o doador, para efeito do imposto sobre a renda; 8.212, de 24 de julho de 1991, para alterar as condições de incidência da contribuição previdenciária sobre planos educacionais e bolsas de estudo; e 6.687, de 17 de setembro de 1979, para permitir que a Fundação Joaquim Nabuco ofereça bolsas de estudo e pesquisa; dispõe sobre o apoio da União às redes públicas de educação básica na aquisição de veículos para o transporte escolar; e permite que os entes federados usem o registro de preços para a aquisição de bens e contratação de serviços em ações e projetos educacionais."
"MPV0594/12";"MPV0594/12";"EF";2,00;1;7/12/2012 00:00:00;1/7/2013 00:00:00;"TNJR";"PRE";"PM";12814;"Altera a Lei nº 12.096, de 24 de novembro de 2009, quanto à autorização para concessão de subvenção econômica em operações de financiamento destinadas a aquisição e produção de bens de capital e a inovação tecnológica; altera a Lei nº 11.529, de 22 de outubro de 2007, quanto à concessão de subvenção econômica em operações destinadas a financiamentos a diferentes setores da economia; altera a Lei nº 12.409, de 25 de maio de 2011, quanto à concessão de subvenção econômica em financiamentos destinados a beneficiários localizados em Municípios atingidos por desastres naturais; e altera a Lei nº 12.712, de 30 de agosto de 2012, que autoriza a concessão de subvenção econômica às instituições financeiras oficiais federais nas operações de crédito para investimentos no âmbito do Fundo de Desenvolvimento da Amazônia - FDA e do Fundo de Desenvolvimento do Nordeste - FDNE.
NOVA EMENTA: Altera a Lei nº 12.096, de 24 de novembro de 2009, quanto à autorização para concessão de subvenção econômica em operações de financiamento destinadas a aquisição e produção de bens de capital e a inovação tecnológica e em projetos de infraestrutura logística direcionados a obras de rodovias e ferrovias objeto de concessão pelo Governo federal; altera a Lei nº 11.529, de 22 de outubro de 2007, quanto à concessão de subvenção econômica em operações destinadas a financiamentos a diferentes setores da economia; altera a Lei nº 12.409, de 25 de maio de 2011, quanto à concessão de subvenção econômica em financiamentos destinados a beneficiários localizados em Municípios atingidos por desastres naturais; altera as Leis nºs 12.487, de 15 de setembro de 2011, 9.718, de 27 de novembro de 1998, e 11.491, de 20 de julho de 2007; prorroga os prazos previstos nas Leis nºs 12.249, de 11 de junho de 2010, e 11.941, de 27 de maio de 2009."
"MPV0595/12";"MPV0595/12";"EF";2,00;1;7/12/2012 00:00:00;17/7/2013 00:00:00;"TNJR";"PRE";"PM";12815;"Dispõe sobre a exploração direta e indireta, pela União, de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários, e dá outras providências.
NOVA EMENTA: Dispõe sobre a exploração direta e indireta pela União de portos e instalações portuárias e sobre as atividades desempenhadas pelos operadores portuários; altera as Leis nºs 5.025, de 10 de junho de 1966, 10.233, de 5 de junho de 2001, 10.683, de 28 de maio de 2003, 9.719, de 27 de novembro de 1998, e 8.213, de 24 de julho de 1991; revoga as Leis nºs 8.630, de 25 de fevereiro de 1993, e 11.610, de 12 de dezembro de 2007, e dispositivos das Leis nºs 11.314, de 3 de julho de 2006, e 11.518, de 5 de setembro de 2007; e dá outras providências.
Alltera as Leis nºs 10.233, de 2001; 10.683, de 2003. Revoga as Leis nºs 8.630 de 1993; 11.610 de 2007, o art. 21 da Lei nº 11.314, de 2006 e o art. 14 da Lei 11.518, de 2007."
"MPV0596/12";"MPV0596/12";"EF";2,00;1;7/12/2012 00:00:00;17/7/2013 00:00:00;"SEFI";;"NA";-1;"Abre crédito extraordinário, em favor dos Ministérios do Desenvolvimento Agrário e da Integração Nacional, no valor de R$ 573.330.080,00, para os fins que especifica."
"MPV0597/12";"MPV0597/12";"EF";2,00;1;26/12/2012 00:00:00;6/8/2013 00:00:00;"TNJR";"PRE";"NA";12832;"Dá nova redação ao § 5º do art. 3º da Lei nº 10.101, de 19 de dezembro de 2000, e dá outras providências.
NOVA EMENTA: Altera dispositivos das Leis n°s 10.101, de 19 de dezembro de 2000, que dispõe sobre a participação dos trabalhadores nos lucros ou resultados da empresa, e 9.250, de 26 de dezembro de 1995, que altera a legislação do imposto de renda das pessoas físicas."
"MPV0598/12";"MPV0598/12";"EF";2,00;1;27/12/2012 00:00:00;6/8/2013 00:00:00;"SEFI";;"NA";-1;"Abre crédito extraordinário, em favor de diversos órgãos e empresas estatais, para os fins que especifica."
"MPV0599/12";"MPV0599/12";"EF";2,00;1;28/12/2012 00:00:00;6/8/2013 00:00:00;"SEFI";;"NA";-1;"Dispõe sobre a prestação de auxílio financeiro pela União aos Estados, ao Distrito Federal e aos Municípios, com o objetivo de compensar perdas de arrecadação decorrentes da redução das alíquotas nas operações e prestações interestaduais relativas ao Imposto sobre Operações relativas à Circulação de Mercadorias e sobre Prestações de Serviços de Transporte Interestadual e Intermunicipal e de Comunicação - ICMS, institui o Fundo de Desenvolvimento Regional e dá outras providências."
"MPV0600/12";"MPV0600/12";"EF";2,00;1;28/12/2012 00:00:00;6/8/2013 00:00:00;"TNJR";"PRE";"PM";12833;"Altera a Lei nº 12.409, de 25 de maio de 2011; a Medida Provisória nº 581, de 20 de setembro de 2012, que dispõe sobre o Fundo de Desenvolvimento do Centro-Oeste - FDCO; constitui fonte adicional de recursos para ampliação de limites operacionais da Caixa Econômica Federal; altera as Leis nº 12.462, de 4 de agosto de 2011, e nº 8.399, de 7 de janeiro de 1992; altera a Medida Provisória nº 12.096, de 24 de novembro de 2009; altera a Lei nº 12.663, de 5 de junho de 2012; e dá outras providências.
NOVA EMENTA: Altera as Leis nºs 12.409, de 25 de maio de 2011, 12.793, de 2 de abril de 2013, que dispõe sobre o Fundo de Desenvolvimento do Centro-Oeste - FDCO, constitui fonte adicional de recursos para ampliação de limites operacionais da Caixa Econômica Federal, 12.462, de 4 de agosto de 2011, 5.862, de 12 de dezembro de 1972, 8.399, de 7 de janeiro de 1992, 12.096, de 24 de novembro de 2009, 12.663, de 5 de junho de 2012, 11.314, de 3 de julho de 2006, 12.487, de 15 de setembro de 2011, e 11.941, de 27 de maio de 2009; altera os prazos constantes da Lei nº 12.249, de 11 de junho de 2010; e altera a Medida Provisória nº 2.170-36, de 23 de agosto de 2001, e o Decreto-Lei nº 3.365, de 21 de junho de 1941; e dá outras providências.
Altera a Lei nº 12.096, de 2009 e as Medidas Provisórias nº 581, de 2012 e nº 2.170-36, de 2001"
"MPV0601/12";"MPV0601/12";"EF";2,00;1;28/12/2012 00:00:00;6/8/2013 00:00:00;"SEFI";;"NA";-1;"Altera as Leis nº 12.546, de 14 de dezembro de 2011, para prorrogar o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - Reintegra, e para desonerar a folha de pagamentos dos setores da construção civil e varejista; nº 11.774, de 17 de setembro de 2008, que reduz as alíquotas das contribuições de que tratam os incisos I e III do caput do art. 22 da Lei nº 8.212, de 24 de julho de 1991; nº 10.931, de 2 de agosto de 2004, que dispõe sobre o patrimônio de afetação de incorporações imobiliárias; nº 12.431, de 24 de junho de 2011; e nº 9.718, de 27 de novembro de 1998, para permitir às pessoas jurídicas da rede de arrecadação de receitas federais deduzir o valor da remuneração dos serviços de arrecadação da base de cálculo da Contribuição para o Financiamento da Seguridade Social - Cofins; e dá outras providências.
NOVA EMENTA:Altera as Leis nºs 12.546, de 14 de dezembro de 2011, para prorrogar o Regime Especial de Reintegração de Valores Tributários para as Empresas Exportadoras - Reintegra e para alterar o regime de desoneração da folha de pagamentos, 11.774, de 17 de setembro de 2008, 10.931, de 2 de agosto de 2004, 12.431, de 24 de junho de 2011, 9.718, de 27 de novembro de 1998, 9.514, de 20 de novembro de 1997, 10.925, de 23 de julho de 2004, 10.485, de 3 de julho de 2002, 12.249, de 11 de junho de 2010; 9.430, de 27 de dezembro de 1996, 9.393, de 19 de dezembro de 1996, 10.522, de 19 de julho de 2002, 8.218, de 29 de agosto de 1991, 10.833, de 29 de dezembro de 2003, 10.865, de 30 de abril de 2004, 10.637, de 30 de dezembro de 2002, 11.727, de 23 de junho de 2008, 12.350, de 20 de dezembro de 2010, e 10.996, de 15 de dezembro de 2004; regula a compra, venda e transporte de ouro; altera a sistemática de aproveitamento do saldo de créditos presumidos da Contribuição para o PIS/Pasep e da Cofins oriundos da cadeia de comercialização do café; cria crédito presumido do Imposto sobre Produtos Industrializados na aquisição de desperdícios, resíduos e aparas de plástico; dispõe sobre a comprovação de regularidade fiscal pelo contribuinte; altera a incidência da Contribuição para o PIS/Pasep e da Cofins na cadeia de produção e comercialização da soja e de seus subprodutos; concede incentivo tributário para a construção de cisternas; e dá outras providências."
"MPV0602/12";"MPV0602/12";"EF";2,00;1;31/12/2012 00:00:00;15/5/2013 00:00:00;"TNJR";"PRE";"NA";12809;"Autoriza a prorrogação de contratos por tempo determinado no âmbito do Centro Gestor e Operacional do Sistema de Proteção da Amazônia - Censipam e do Fundo Nacional de Desenvolvimento da Educação - FNDE, e dá outras providências.
NOVA EMENTA: Autoriza a prorrogação de contratos por tempo determinado no âmbito do Centro Gestor e Operacional do Sistema de Proteção da Amazônia - CENSIPAM e do Fundo Nacional de Desenvolvimento da Educação - FNDE; altera as Leis nºs 12.337, de 12 de novembro de 2010, e 10.480, de 2 de julho de 2002; revoga dispositivo da Lei nº 12.469, de 26 de agosto de 2011; e dá outras providências."
"MPV0003/88";"MPV0003/88";"EF";2,00;1;6/10/1988 00:00:00;1/12/1988 00:00:00;"RJTD";"NA";"NA";-1;"DISPÕE SOBRE A APLICAÇÃO DE DECRETO-LEI 2.280, DE 16 DE DEZEMBRO DE 1985, AOS SERVIDORES DO TRIBUNAL FEDERAL DE RECURSOS, E DA OUTRAS PROVIDENCIAS."
"MPV0004/88";"MPV0004/88";"EF";2,00;1;6/10/1988 00:00:00;2/12/1988 00:00:00;"TNJR";"PRO";"NA";7682;"ALTERA O DECRETO-LEI 2.406, DE 5 DE JANEIRO DE 1988, E DA OUTRAS PROVIDENCIAS.Transfere Fundo Compensa.BC para Min.Meio Ambiente."
"MPV0005/88";"MPV0005/88";"EF";2,00;1;6/10/1988 00:00:00;2/12/1988 00:00:00;"TNJR";"PRO";"NA";7683;"ALTERA DISPOSIÇÃO DA LEGISLAÇÃO ADUANEIRA E DA OUTRAS PROVIDENCIAS."
"MPV0006/88";"MPV0006/88";"EF";2,00;1;6/10/1988 00:00:00;2/12/1988 00:00:00;"TNJR";"PRO";"NA";7684;"ESTABELECE AS CONDIÇÕES PARA EMISSÃO DE LETRAS HIPOTECARIAS."
"MPV0007/88";"MPV0007/88";"EF";2,00;1;6/10/1988 00:00:00;4/12/1988 00:00:00;"SEFI";"NA";"NA";-1;"DISPÕE SOBRE A REDUÇÃO DE IMPOSTOS INCIDENTES SOBRE IMPORTAÇÃO E DA OUTRAS PROVIDENCIAS."
"MPV0008/88";"MPV0008/88";"EF";2,00;1;6/10/1988 00:00:00;4/12/1988 00:00:00;"SEFI";"NA";"NA";-1;"DA NOVA REDAÇÃO AO ARTIGO 1 DO DECRETO-LEI 2.442, DE 23 DE JUNHO DE 1988.Dividas SUNAMA."
"MPV0009/88";"MPV0009/88";"EF";2,00;1;6/10/1988 00:00:00;2/12/1988 00:00:00;"TNJR";"PRO";"NA";7685;"DISPÕE SOBRE O REGISTRO PROVISORIO PARA ESTRANGEIRO EM SITUAÇÃO ILEGAL EM TERRITORIO NACIONAL."
"MPV0010/88";"MPV0010/88";"EF";2,00;1;21/10/1988 00:00:00;23/11/1988 00:00:00;"TNJR";"PRO";"NA";7679;"DISPÕE SOBRE A PROIBIÇÃO DA PESCA DE ESPECIES EM PERIODOS DE REPRODUÇÃO E DA OUTRAS PROVIDENCIAS."
